,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
1186,VNMH1-350,Rượu Vang Delor Reserve Bordeaux,350000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm ánh đen,Rượu Vang Đỏ,Borie Manoux,Bordeaux
1187,VNBMF-980,Rượu Vang Descomplicados Syrah,980000.0,Chile,14.0,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Bienvenidos a Bodegas Tagua Tagua,Central Valley
1188,VNHP1-250,Rượu Vang Descubridores Cabernet Sauvignon,250000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Concha Y Toro,Central Valley
1189,VNHP-600,Rượu Vang Descubridores Gran Reserva Cabernet Sauvignon,600000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Concha Y Toro,Central Valley
1190,VNHP1-350,Rượu Vang Descubridores Reserva Cabernet Sauvignon,350000.0,Chile,13.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Concha Y Toro,Central Valley
1191,VNHP-1200,Rượu Vang Dezzani Barolo San Carlo,1200000.0,Ý,14.0,750.0,Nebbiolo,đỏ ruby,Rượu Vang Đỏ,Dezzani,Piedmont
1192,VNHD-1650,Rượu Vang Di Marco Malvanegra,1650000.0,Ý,17.0,750.0,"Malvasia Nera,Negroamaro",đỏ ruby,Rượu Vang Đỏ,Cantine Di Marco,Puglia
1193,VNTLP-499,Rượu Vang Diade Negroamaro Le Vigne Di Sammarco,499000.0,Ý,14.5,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Le Vigne Di Sammarco,Puglia
1194,VNTH-1200,Rượu Vang Diavolo Rosso 17 Primitivo Di Manduria,1200000.0,Ý,17.0,750.0,Primitivo,đỏ,Rượu vang đỏ,Tinazzi,Puglia
1195,8018978890044,Rượu Vang Diciotto Gradi 18 Độ,2800000.0,Ý,18.0,750.0,Primitivo,đỏ,Vang Đỏ,Vallone,Puglia
1196,VNTK-1867,Rượu Vang Divin De Corbin Saint Emilion,1867000.0,Pháp,14.0,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Chateau Corbin,Bordeaux
1197,VNTK2-1867,Rượu Vang Dog Point Vineyard Pinot Noir,1867000.0,New Zealand,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Dog Point,Marlborough
1198,VNTK1-1227,Rượu Vang Dog Point Vineyard Sauvignon Blanc,1227000.0,New Zealand,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Dog Point,Marlborough
1199,VNTK2-1227,Rượu Vang Dog Point Vineyard Section 94 Sauvignon Blanc,1227000.0,New Zealand,13.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Dog Point,Marlborough
1200,VNCIE1-400,Rượu Vang Doktor Mango Moscato – Vị Xoài,400000.0,Ý,5.5,750.0,Moscato,vàng rơm,Rượu Vang Ngọt,Doktor,Piedmont
1201,VNHP-315,Rượu Vang Dolce Viola Tenuta Amalia,315000.0,Ý,9.0,750.0,Terrano,đỏ ruby,Vang Ngọt Đỏ,La Cantina Di Cesena,Cesena – Emilia Romagna – Italia
1202,VNTK1-2094,Rượu Vang Domain Vacheron Sancerre Chambrates,2094000.0,Pháp,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Domaine Vacheron,Loire Valley
1203,VNDL1-1032,Rượu Vang Domaine Billaud Simon Chablis,1032000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Domaine Billaud Simon,Bourgogne
1204,VNDL5-688,Rượu Vang Domaine Cazes Le Canon Du Marechal,588000.0,Pháp,13.0,750.0,"Syrah,Grenache",đỏ đậm,Rượu Vang Đỏ,Domaine Cazes,Cotes Catalanes IGP
1205,VNDL5-1177,Rượu Vang Domaine Cazes Muscat De Rivesaltes,1177000.0,Pháp,15.0,750.0,Muscat d’Alexandrie và Muscat Petits Grains,vàng nhạt,Rượu Vang Ngọt,Domaine Cazes,Muscat de Rivesaltes AOP
1206,VNDL4-1177,Rượu Vang Domaine Cazes Rivesaltes Grenat,1150000.0,Pháp,15.5,750.0,Grenache,hồng ánh tím,Rượu Vang Ngọt,Domaine Cazes,Rivesaltes AOP
1207,VNPV-3688,Rượu Vang Domaine Chandon De Briailles Aloxe Corton Les Valozieres,3320000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine Chandon De Briailles,Bourgogne
1208,VNPV-7417,Rượu Vang Domaine Chandon De Briailles Corton Grand Cru,6676000.0,Pháp,13.5,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Domaine Chandon De Briailles,Bourgogne
1209,VNPV-6477,Rượu Vang Domaine Chandon De Briailles Corton Marechaudes,5830000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine Chandon De Briailles,Bourgogne
1210,VNPV-3008,Rượu Vang Domaine Chandon De Briailles Pernand Vergelesses,2708000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine Chandon De Briailles,Bourgogne
1211,VNPV-2502,Rượu Vang Domaine Chandon De Briailles Savigny Les Beaune Les Lavieres,2252000.0,Pháp,13.5,750.0,Pinot Noir,đỏ sẫm,Rượu Vang đỏ,Domaine Chandon De Briailles,Bourgogne
1212,VNTK-2227,Rượu Vang Domaine Chanson Beaune Bastion,2227000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Chanson,Bourgogne
1213,VNTK-3867,Rượu Vang Domaine Chanson Chassagne Montrachet Les Chenevottes,3867000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Chanson,Bourgogne
1214,VNWH9-425,Rượu Vang Domaine Chante Cigale The Cicada,415000.0,Pháp,13.0,750.0,"Grenache,Carignan",đỏ ruby,Rượu Vang Đỏ,Domaine Chante Cigale,Rhone Valley
1215,VNPV-31417,Rượu Vang Domaine Coche Dury Meursault Les Rougeots,28276000.0,Pháp,13.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine Coche Dury,Bourgogne
1216,VNPV-14028,Rượu Vang Domaine Comte Georges De Vogue Chambolle Musigny,12626000.0,Pháp,12.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine Comte Georges De Vogue,Bourgogne
1217,VNVH1-1200,Rượu Vang Domaine Cornu Bourgogne Hautes Côtes De Nuits,1200000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm sáng rực rỡ,Rượu Vang Trắng,Domaine Cornu,Bourgogne
1218,VNPV-15627,Rượu Vang Domaine D’Eugénie Clos Vougeot,14065000.0,Pháp,14.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine D’Eugénie,Bourgogne
1219,VNPV1-15627,Rượu Vang Domaine d’Eugenie Echezeaux Grand Cru,14065000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine d’Eugenie,Bourgogne
1220,VNPV-18054,Rượu Vang Domaine d’Eugenie Grands Echezeaux,16249000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine d’Eugenie,Bourgogne
1221,VNPV-8960,Rượu Vang Domaine D’Eugenie Vosne Romanee Aux Brulees,8064000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine D’Eugenie,Bourgogne
1222,VNPV-4636,Rượu Vang Domaine d’Eugénie Vosne Romanee Clos d’Eugénie,4173000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine d’Eugénie,Bourgogne
1223,VNWH4-2500,Rượu Vang Domaine De Baronarques Baron Philippe De Rothschild,2500000.0,Pháp,14.5,750.0,"Syrah,Merlot,Cabernet Franc",đỏ đậm,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
1224,VNMH1-3500 - VPV-2796,Rượu Vang Domaine De Chevalier,3150000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
1225,VNPV-1520,Rượu Vang Domaine De Fontbonau Cotes Du Rhone,1368000.0,Pháp,15.0,750.0,"Grenache,Syrah",đỏ đậm,Rượu vang đỏ,Domaine De Fontbonau,Rhone Valley
1226,VNPV-477,Rượu Vang Domaine De Joy L’eclat Cotes De Gascogne,430000.0,Pháp,12.0,750.0,"Colombard,Ugni blanc",vàng nhạt,Rượu Vang trắng,Domaine De Joy,South West France
1227,VNPV-3871,Rượu Vang Domaine De L’Arlot Clos De L’Arlot Nuits Saint Georges,3484000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Domaine De L’Arlot,Bourgogne
1228,VNPV-3715,Rượu Vang Domaine De L’Arlot Clos Des Forets Saint Georges Monopole,3344000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby đậm,Rượu Vang Đỏ,Domaine De L’Arlot,Bourgogne
1229,VNPV-4601,Rượu Vang Domaine De l’Arlot Les Suchots Vosne Romanee,4141000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine De l’Arlot,Bourgogne
1230,VNPV1-510,Rượu Vang Domaine De La Citadelle Court Metrage,459000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu vang đỏ,Domaine De La Citadelle,Rhone Valley
1231,VNPV-1192,Rượu Vang Domaine De La Citadelle Gouverneur,1073000.0,Pháp,14.0,750.0,"Syrah,Mourvedre,Grenache",đỏ ruby,Rượu Vang Đỏ,Domaine De La Citadelle,Rhone Valley
1232,VNVC-1474,Rượu Vang Domaine De La Clapiere Etincelle,1474000.0,Pháp,14.5,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,La Clapiere,Languedoc
1233,VNVC1-748,Rượu Vang Domaine De La Clapiere Gatefer,748000.0,Pháp,14.5,750.0,"Merlot,Cabernet Sauvignon,Syrah",đỏ ruby,Rượu Vang Đỏ,La Clapiere,Languedoc
1234,VNVC-506,Rượu Vang Domaine De La Clapiere Jalade,506000.0,Pháp,12.5,750.0,"Cinsault,Grenache,Cabernet Sauvignon,Syrah",đỏ ruby,Rượu Vang Hồng,La Clapiere,Languedoc
1235,VNVC2-506,Rượu Vang Domaine De La Clapiere Jardin De Jules,506000.0,Pháp,13.0,750.0,"Syrah,Merlot,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,La Clapiere,Languedoc
1236,VNPV-1535,Rượu Vang Domaine De La Ferte Clos De Mortieres Givry,1382000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine De La Ferte,Bourgogne
1237,VNPV-5089,Rượu Vang Domaine De La Vougeraie Puligny Montrachet Champ Gain,4581000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine De La Vougeraie,Bourgogne
1238,VNADT4-398,Rượu Vang Domaine De Sainte Cecile Cabernet Sauvignon,398000.0,Pháp,14.5,750.0,Cabernet sauvignon,đỏ ruby,Rượu Vang Đỏ,Domaine De Sainte Cecile,Pays D’oc
1239,VNADT7-398,Rượu Vang Domaine De Sainte Cecile Chardonnay,398000.0,Pháp,14.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Domaine De Sainte Cecile,Pays D’oc
1240,VNADT3-398,Rượu Vang Domaine De Sainte Cecile Merlot,398000.0,Pháp,14.5,750.0,Merlot,đỏ ruby,Rượu Vang Đỏ,Domaine De Sainte Cecile,Pays D’oc
1241,VNADT6-398,Rượu Vang Domaine De Sainte Cecile Sauvignon Blanc,398000.0,Pháp,13.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Domaine De Sainte Cecile,Pays D’oc
1242,VNWH7-2750,Rượu Vang Domaine De Savagny Cotes Du Jura Vin Jaune,2750000.0,Pháp,13.5,620.0,Ấn tượng đặc biệt có trong chai Rượu Vang Domaine De Savagny Cotes Du Jura Vin Jaune bởi hương vị đặc biệt mang một phong cách mới mẻ của nhà sản xuất Domaine de Savagny. Rượu phần nào thể hiện được các tính con người bạn qua quá trình thưởng thức.,vàng,Rượu Vang Trắng,Domaine De Savagny,Jura
1243,VNTK-2240,Rượu Vang Domaine De Thalabert Crozes Hermitage,2240000.0,Pháp,13.0,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Paul Jaboulet Aine,Rhone Valley
1244,VNPV-1489,Rượu Vang Domaine De Villaine Bourgogne Cote Chalonnaise La Fortune,1341000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine De Villaine,Bourgogne
1245,VNPV1-2652,Rượu Vang Domaine De Villaine Gresigny Rully 1Er Cru,2387000.0,Pháp,13.0,750.0,Chardonnay,vàng,Rượu Vang trắng,Domaine De Villaine,Bourgogne
1246,VNPV-2657,Rượu Vang Domaine De Villaine Rully 1Er Cru Les Champs Cloux,2392000.0,Pháp,15.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine De Villaine,Bourgogne
1247,VNPV-14729,Rượu Vang Domaine Des Comtes Lafon Meursault Boucheres,13257000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Domaine Des Comtes Lafon,Bourgogne
1248,VNPV-6209,Rượu Vang Domaine Des Comtes Lafon Volnay Santenots Du Milieu,5589000.0,Pháp,13.5,750.0,Pinot Noir,đỏ đậm có ánh tía,Rượu Vang Đỏ,Domaine Des Comtes Lafon,Bourgogne
1249,VNWH5-675,Rượu Vang Domaine Des Graves D’Ardonneau,655000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu Vang Đỏ,Domaine Des Graves,Bordeaux
1250,VNPV-11338,Rượu Vang Domaine Des Lambrays Clos Des Lambrays Grand Cru,10205000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Domaine Des Lambrays,Bourgogne
1251,VNPV-1538,Rượu Vang Domaine Des Perdrix Bourgogne Hautes Cotes De Nuits,1385000.0,Pháp,12.0,750.0,Chardonnay,vàng đậm,Rượu Vang trắng,Domaine Des Perdrix,Bourgogne
1252,VNPV-8394,Rượu Vang Domaine Des Perdrix Echezeaux Grand Cru,7555000.0,Pháp,13.0,750.0,Pinot Noir,đỏ hồng ngọc,Rượu Vang Đỏ,Domaine Des Perdrix,Bourgogne
1253,VNPV-3135,Rượu Vang Domaine Des Perdrix Les Terres Blanches,2822000.0,Pháp,12.5,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Domaine Des Perdrix,Bourgogne
1254,VNPV-3666,Rượu Vang Domaine Des Perdrix Nuits Saint Georges,3300000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu vang đỏ,Domaine Des Perdrix,Bourgogne
1255,VNPV-3634,Rượu Vang Domaine Des Roches Neuves Clos Romans,3271000.0,Pháp,12.5,750.0,Chenin Blanc,vàng rơm,Rượu Vang trắng,Thierry Germain,Loire Valley
1256,VNPV-1558,Rượu Vang Domaine Des Roches Neuves Terres Chaudes,1403000.0,Pháp,14.5,750.0,Cabernet Franc,đỏ ruby,Rượu Vang đỏ,Thierry Germain,Loire Valley
1257,VNTK-2094,Rượu Vang Domaine Des Senechaux Châteauneuf Du Pape,2094000.0,Pháp,13.0,750.0,"Malbec,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Châteauneuf du Pape,Rhone Valley
1258,VNWH1- 595,Rượu Vang Domaine Du Puy Chinon,575000.0,Pháp,13.0,750.0,Cabernet Franc,đỏ ruby,Rượu Vang Đỏ,Ampelidae,Loire Valley
1259,VNDL2-594,Rượu Vang Domaine Du Tariquet Reserve,590000.0,Pháp,12.0,750.0,"Chardonnay,Ugni Blanc,Sauvignon Blanc",vàng xanh,Rượu Vang Trắng,Domaine Tariquet,Côtes De Gascogne
1260,VNDL3-444,Rượu Vang Domaine Du Tariquet Rosé De Pressée,409000.0,Pháp,12.0,750.0,"Merlot,Caberrnet Franc,Syrah",hồng đỏ lựu,Rượu Vang Hồng,Domaine Tariquet,Côtes De Gascogne
1261,VNPV-521,Rượu Vang Domaine Du Tertre Les Buttelieres,469000.0,Pháp,13.0,750.0,Cabernet Franc,đỏ,Rượu Vang đỏ,Ampelidae,Loire Valley
1262,VNWH-4125,Rượu Vang Domaine Du Vieux Telegraphe La Crau Châteauneuf Du Pape,4000000.0,Pháp,14.0,750.0,"Grenache,Mourvedre,Syrah",đỏ,Rượu vang đỏ,Domanine,Rhône Valley
1263,VNWH4-1870,Rượu Vang Domaine Du Vieux Telegraphe Les Pallieres,1870000.0,Pháp,14.0,750.0,"Grenache,Mourvedre",đỏ,Rượu vang đỏ,Domaine Du Vieux Telegraphe,Rhône Valley
1264,VNDL1-2008,Rượu Vang Domaine Faiveley Beaune 1er Cru Clos De L’Ecu Monopole,1909000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1265,VNDL-10324,Rượu Vang Domaine Faiveley Chambertin Clos De Beze Grand Cru,10324000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby tím,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1266,VNDL-9000,Rượu Vang Domaine Faiveley Corton Charlemagne Grand Cru,9000000.0,Pháp,13.0,750.0,Chardonnay,vàng hơi xanh,Rượu Vang Trắng,Domaine Faiveley,Bourgogne
1267,VNDL-7053,Rượu Vang Domaine Faiveley Corton Clos Des Corton Faiveley Grand Cru Monopole,7053000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby tím,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1268,VNDL-6371,Rượu Vang Domaine Faiveley Echezeaux Grand Cru,6371000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby tím,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1269,VNDL-5500,Rượu Vang Domaine Faiveley Gevrey Chambertin Premier Cru Les Cazetiers,5500000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1270,VNDL-2306,Rượu Vang Domaine Faiveley Gevrey Chambertin Vieilles Vignes,2119000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1271,VNDL-1087,Rượu Vang Domaine Faiveley Mercurey Clos Rochette Monopole,1087000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm xanh,Rượu Vang Trắng,Louis Jadot,Bourgogne
1272,VNDL-3115,Rượu Vang Domaine Faiveley Nuits Saint Georges 1er Cru Les Porets Saint Georges,3115000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1273,VNDL1-2077,Rượu Vang Domaine Faiveley Nuits Saint Georges Les Lavieres,1999000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1274,VNDL-2906,Rượu Vang Domaine Faiveley Vosne Romanée,2779000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby ngọc bích,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1275,VNPV3-786,Rượu Vang Domaine Filliatreau Chateau Fouquet Saumur,708000.0,Pháp,13.0,750.0,Cabernet Franc,đỏ sẫm,Rượu Vang đỏ,Chateau Fouquet,Loire Valley
1276,VNPV-730,Rượu Vang Domaine Filliatreau Lena Filliatreau Saumur,657000.0,Pháp,12.0,750.0,Chenin Blanc,xanh,Rượu Vang trắng,Domaine Filliatreau,Loire Valley
1277,VNPV-1042,Rượu Vang Domaine Filliatreau Saumur Champigny Vieilles Vignes,938000.0,Pháp,14.5,750.0,Cabernet Franc,đỏ ruby,Rượu Vang đỏ,Domaine Filliatreau,Loire Valley
1278,VNPV-2301,Rượu Vang Domaine Francoise Andre Pernand Vergelesses Sous Fretille,2071000.0,Pháp,13.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Domaine Francoise Andre,Bourgogne
1279,VNPV-1876,Rượu Vang Domaine Francoise Andre Savigny Les Beaune Ez Connardises,1689000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang đỏ,Domaine Francoise Andre,Bourgogne
1280,VNPV-1511,Rượu Vang Domaine Gros Frere & Sœur Bourgogne Hautes Cotes De Nuits,1360000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu vang đỏ,Domaine Gros Frere & Sœur,Bourgogne
1281,VNPV-3379,Rượu Vang Domaine Gros Frere & Soeur Vosne Romanee,3042000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine Gros Frere & Soeur,Bourgogne
1282,VNPV1-6690,Rượu Vang Domaine Gros Frere et Soeur Clos De Vougeot Grand Cru,6021000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine Gros Frere et Soeur,Bourgogne
1283,VNPV-6984,Rượu Vang Domaine Gros Frere et Soeur Echezeaux Grand Cru,6286000.0,Pháp,13.0,750.0,Pinot Noir,đỏ hồng lựu,Rượu Vang Đỏ,Domaine Gros Frere et Soeur,Bourgogne
1284,VNPV-18898,Rượu Vang Domaine Gros Frere et Soeur Richebourg,17009000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Domaine Gros Frere et Soeur,Bourgogne
1285,VNMH5-330,Rượu Vang Domaine Haute Brande Merlot,330000.0,Pháp,13.5,750.0,Merlot,tím,Rượu Vang Đỏ,Domaine Haute Brande,Bordeaux
1286,VNPV-4455,Rượu Vang Domaine Henri Boillot Volnay Les Caillerets,4010000.0,Pháp,13.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang đỏ,Domaine Henri Boillot,Bourgogne
1287,VNPV-2255,Rượu Vang Domaine Huet Vouvray Clos Du Bourg Moelleux,3670000.0,Pháp,12.5,750.0,Chenin Blanc,vàng sậm,Rượu Vang ngọt,Domaine Huet Vouvray,Loire Valley
1288,VNPV-3394,Rượu Vang Domaine Huet Vouvray Clos Du Bourg Moelleux Premiere Trie,3055000.0,Pháp,12.5,750.0,Chenin Blanc,vàng,Rượu Vang ngọt,Domaine Huet Vouvray,Loire Valley
1289,VNPV1-1268,Rượu Vang Domaine Huet Vouvray Le Haut Lieu Demi Sec,1142000.0,Pháp,12.5,750.0,Chenin Blanc,vàng,Rượu Vang trắng,Domaine Huet Vouvray,Loire Valley
1290,VNPV1-1553,Rượu Vang Domaine Huet Vouvray Le Mont Demi Sec,1398000.0,Pháp,12.5,750.0,Chenin Blanc,vàng,Rượu Vang trắng,Domaine Huet Vouvray,Loire Valley
1291,VNPV-1601,Rượu Vang Domaine J.A. Ferret Pouilly Fuisse,1441000.0,Pháp,12.5,750.0,Chardonnay,xanh nhạt,Rượu Vang trắng,Domaine J.A. Ferret,Bourgogne
1292,VNPV1-2687,Rượu Vang Domaine J.A. Ferret Tournant De Pouilly Pouilly Fuisse,2419000.0,Pháp,13.5,750.0,Chardonnay,vàng,Rượu Vang trắng,Domaine J.A. Ferret,Bourgogne
1293,VNPV-10925,Rượu Vang Domaine Jacques Prieur Chambertin Grand Cru,9833000.0,Pháp,13.5,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
1294,VNPV-4491,Rượu Vang Domaine Jacques Prieur Clos de La Feguine Beaune,4042000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
1295,VNPV-8935,Rượu Vang Domaine Jacques Prieur Clos Vougeot Grand Cru,8042000.0,Pháp,13.5,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1296,VNPV-3330,Rượu Vang Domaine Jacques Prieur Gevrey Chambertin,2997000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
1297,VNPV-5330,Rượu Vang Domaine Jacques Prieur Meursault Santenots,4797000.0,Pháp,13.0,750.0,Chardonnay,vàng trắng có ánh bạc sáng,Rượu Vang Trắng,Louis Jadot,Bourgogne
1298,VNPV-10326,Rượu Vang Domaine Jacques Prieur Volnay Clos Des Santenots,9294000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1299,VNPV-7266,Rượu Vang Domaine Jacques Prieur Volnay Santenots,6540000.0,Pháp,13.0,750.0,Pinot Noir,đỏ đậm,Rượu Vang Đỏ,Louis Jadot,Bourgogne
1300,VNWH15-725,Rượu Vang Domaine Joel Taluau Bourgueil,715000.0,Pháp,13.0,750.0,Cabernet Franc,đỏ đậm có ánh tím,Rượu Vang Đỏ,Ampelidae,Loire Valley
1301,VNPV1-2242,Rượu Vang Domaine Jules Desjourneys Pouilly Fuisse,2018000.0,Pháp,13.0,750.0,Chardonnay,vàng,Rượu Vang trắng,Domaine Jules Desjourneys,Bourgogne
1302,VNADT-568,Rượu Vang Domaine La Bastide Pinot Noir,568000.0,Pháp,14.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Chateau La Bastide,Languedoc
1303,VNADT-686,Rượu Vang Domaine La Bastide Syrah Vieilles Vignes,686000.0,Pháp,14.0,750.0,Syrah,đỏ ruby,Rượu Vang Đỏ,Domaine La Bastide,Languedoc
1304,VNPV-872,Rượu Vang Domaine Labruyere Bourgogne Gamay,792000.0,Pháp,13.0,750.0,Gamay,đỏ,Rượu vang đỏ,Domaine Labruyere,Bourgogne
1305,VNPV-1951,Rượu Vang Domaine Laroche Chablis Premier Cru Fourchaume,1756000.0,Pháp,12.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine Laroche,Bourgogne
1306,VNPV-5047,Rượu Vang Domaine Laroche Les Blanchots La Reserve De l’Obedience,4543000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine Laroche,Bourgogne
1307,VNPV-1219,Rượu Vang Domaine Laroche Les Chanoines,1098000.0,Pháp,12.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine Laroche,Bourgogne
1308,VNPV1-1783,Rượu Vang Domaine Laroche Les Vaillons Vieilles Vignes,1605000.0,Pháp,12.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaine Laroche,Bourgogne
1309,VNWH3-1095,Rượu Vang Domaine Le Colombier Tradition Vacqueyras,1085000.0,Pháp,13.5,750.0,"Grenache,Mourvedre,Syrah",đỏ,Rượu vang đỏ,Domaine Le Colombier,Rhône Valley
1310,VNPV-2365,Rượu Vang Domaine Les Poete Argos,2129000.0,Pháp,12.5,750.0,Sauvignon Blanc,trắng ánh xanh,Rượu Vang trắng,Domaine Les Poete,Loire Valley
1311,VNTH3-1200,Rượu Vang Domaine Louis Moreau,1200000.0,Pháp,12.0,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Louis Moreau,Bourgogne
1312,VNPV-1084,Rượu Vang Domaine Luneau Papin Terre De Pierre,976000.0,Pháp,12.0,750.0,Muscadet,vàng nhạt,Rượu,Luneau Papin,Loire Valley
1313,VNPV-506,Rượu Vang Domaine Maby Baroques,456000.0,Pháp,15.0,750.0,"Syrah,Cinsault",đỏ,Rượu vang đỏ,Domaine Maby,Languedoc
